"Apache Vysper";"git://git.apache.org/vysper.git";"vysper.git"
"Apache Wave";"git://git.apache.org/wave.git";"wave.git"
"Apache Web Services Axiom";"git://git.apache.org/webservices-axiom.git";"webservices-axiom.git"
"Apache Web Services Commons XMLSchema";"git://git.apache.org/webservices-commons-xmlschema.git";"webservices-commons-xmlschema.git"
"Apache Web Services Neethi";"git://git.apache.org/webservices-neethi.git";"webservices-neethi.git"
"Apache Web Services XmlSchema";"git://git.apache.org/webservices-xmlschema.git";"webservices-xmlschema.git"
"Apache Whirr";"git://git.apache.org/whirr.git";"whirr.git"
"Apache Wicket";"git://git.apache.org/wicket.git";"wicket.git"
"Apache Wink (incubating)";"git://git.apache.org/wink.git";"wink.git"
"Apache WSS4J";"git://git.apache.org/wss4j.git";"wss4j.git"
"Apache Xalan C++";"git://git.apache.org/xalan-c.git";"xalan-c.git"
"Apache Xalan Java";"git://git.apache.org/xalan-j.git";"xalan-j.git"
"Apache Xerces C++";"git://git.apache.org/xerces-c.git";"xerces-c.git"
"Apache Xerces2 Java";"git://git.apache.org/xerces2-j.git";"xerces2-j.git"
"Apache XML Graphics Commons";"git://git.apache.org/xml-graphics-commons.git";"xml-graphics-commons.git"
"Apache XMLBeans";"git://git.apache.org/xmlbeans.git";"xmlbeans.git"
"Apache Zeta Components";"git://git.apache.org/zetacomponents.git";"zetacomponents.git"
"Apache Hadoop ZooKeeper";"git://git.apache.org/zookeeper.git";"zookeeper.git"
